InteractorA,InteractorB,Label
O75791,Q86YT6,0
Q5BJF6,Q9H6D7,1
Q8TB24,A5D8V6,0
P93004,Q8VZU2,1
Q9LSD5,Q93V43,1
Q9UBK9,P08621,0
P07910,O75127,1
Q8WY91,O14737,0
O15143,O43752,0
P78362,O95478,1
Q13627,Q96RR4,1
Q53RE8,Q9BWF3,0
P49257,O75787,1
Q9ZW30,Q9SHH8,1
P30260,O15013,0
Q9Y4Z0,P42704,1
Q9Y2L1,Q06546,0
Q9BST9,O95544,1
Q92597,P32942,0
Q15605,Q9BQD7,0
O00217,Q8TB24,0
C0LGL9,C0LGR9,1
P46644,Q1EC66,1
Q05516,Q09028,0
O15294,Q9UNH7,1
P62304,O14744,1
Q9SVW8,P43286,1
Q9ZTX8,Q9SLH3,1
Q96PK6,O95817,0
O75771,P22314,0
P23434,P60174,1
O15197,P01040,0
Q86SQ0,O75496,0
Q8VZW1,Q9M9S6,1
Q7Z5K2,Q14764,0
Q53EL6,O43933,0
O14818,O75530,0
Q93Y35,Q1EC66,1
Q9SHI7,Q500Z4,1
Q14498,O75554,1
Q9H840,Q13227,0
Q96AD5,Q9Y4R8,0
P34925,Q9HCN4,0
Q16560,P83731,0
Q00613,O95251,1
Q8N5R6,Q13618,0
Q9HC77,Q96MT8,0
Q9Y5U9,Q8TC92,0
O04567,C0LGI5,1
Q9H8V3,Q9UNQ0,1
P09466,Q9NVP1,0
Q9C5P6,Q8RWC9,1
Q9NQW6,P49840,0
P08865,O75534,0
P08581,Q96EP1,0
Q00613,O75083,0
Q9NS91,Q13523,1
O95166,P49771,0
P32456,P56134,0
Q8L9S0,Q9LDS6,1
Q39195,Q9SLF3,1
P50995,Q9H8T0,0
Q12988,Q13191,0
Q15029,Q8N9T8,1
Q9UPT6,P52815,0
O95873,P30086,0
Q9FIP9,Q9LMA8,1
Q9BXW9,Q99614,0
Q9SH59,O64837,1
C0LGQ9,C0LGU5,1
Q9P0L0,P38606,1
P19793,P30044,0
Q2NL82,Q86VM9,0
Q9SHI7,Q9LRT1,1
Q5T7V8,Q86Y82,1
Q9FM96,Q93ZM7,1
Q5BJF6,Q7LGA3,0
Q9NRW7,Q96ND0,0
Q15555,Q969X5,0
Q96DW6,Q9P0T7,0
Q13239,Q96EW2,0
P14373,Q9UGL9,0
Q86U42,Q86V81,0
P67775,P17980,1
Q86US8,Q8IZC4,1
Q00059,Q5TC12,1
Q9SKX8,Q8VZB9,1
Q9NRS6,Q8TB05,0
Q14498,O15226,1
Q9M2Z4,C0LGL4,1
P14866,P38606,1
P49366,Q96S55,0
Q8NFZ5,Q9P253,0
P07948,Q96AC1,1
Q93Z00,Q9LUR4,1
Q6IQ23,Q9GZT6,0
P12956,P84077,0
Q9SNA3,Q9LVI6,1
Q96EP0,Q15393,1
O75398,Q99612,0
Q9M886,Q84JM4,1
Q14498,P52209,1
P11177,Q8WYA0,0
Q9UHB9,Q16625,0
Q96CS2,Q9H6D7,1
O94885,Q9H3P7,0
O60610,O75400,1
Q13616,P43246,0
Q13564,Q96N11,0
P04843,Q9UJZ1,0
Q96S21,P25189,0
P54121,O04378,1
P68104,Q8WY91,0
Q56ZI2,Q06611,1
Q13426,O00757,0
P07948,Q9NZJ0,1
O15155,Q9HD26,1
Q8NG27,P13385,0
Q86TG7,Q96EZ8,0
Q94F39,Q94AI7,1
Q9BST9,Q96QZ7,1
Q92905,P31689,1
A6NEM1,Q9ULW0,0
Q8NEY4,O14746,0
P25788,Q6IA98,0
Q9FIK0,Q9FIK0,1
Q4G0J3,Q9BQ67,1
Q9NZ43,Q86UA1,1
Q9UJY4,Q9H0E2,1
Q93091,P32121,0
Q17RY0,Q8WU79,1
P34897,Q6P2E9,1
Q8WVM8,P25445,0
P15880,Q6IAL2,0
Q8NHY3,A6NEM1,1
Q8VZ91,Q84TK1,1
Q8GY61,Q700E3,1
Q07666,P61011,1
Q99741,Q9H204,0
P40855,Q9BVP2,0
Q6PJI9,Q9NS56,0
P57752,Q9M9V7,1
Q9P0U0,Q86YJ7,0
Q8NDT2,P09874,0
Q14527,Q9H0H5,0
O95235,O95816,1
P43405,Q16633,1
Q7L8J4,O95271,1
O15269,Q8IYJ2,0
Q9BXY8,O15226,0
P51159,Q5RL73,1
Q6IBM8,P53041,0
Q8S8Y9,Q944A6,1
P19525,Q16864,1
O15226,P42126,0
P12956,Q9UQB8,0
P08240,P62826,0
Q9Y570,P08133,1
P61254,P05305,0
P47224,Q8IWR0,0
P02545,Q9P0L0,1
Q7Z7L1,Q5JTH9,1
Q9BQ52,O14503,0
Q8N684,Q8WUF5,0
O75934,Q15029,1
Q9FJF4,F4KGY6,1
Q86YJ6,Q16531,0
Q14566,P25786,1
P60228,Q9UHF5,0
Q8RXD6,Q9SA42,1
Q96EA4,P53621,1
O60841,P14866,0
O75410,Q14203,0
P38606,Q02241,0
Q9ZNV8,O80366,1
Q9NXB0,Q9BWV1,0
Q96CV9,Q8WU20,0
Q9HBA0,O60508,0
Q9ZV85,Q8H1F2,1
Q96DN6,Q9UNE7,0
Q13838,O60671,1
P49691,Q93VH9,1
O23627,Q1EC66,1
Q8N302,Q9UK22,0
P11142,Q9UBW8,0
Q9H0B6,P58340,0
Q9Y3C5,Q9BQG1,1
Q9C026,Q9NP72,0
O95661,Q9HB71,1
Q7Z7L1,P33992,1
Q9FMC2,O64647,1
O43252,Q13200,0
Q9GZV5,O43809,1
Q96A73,Q9UKK9,0
Q9SEI2,Q9SL67,1
P03950,P49888,0
P49257,O75410,1
Q08379,Q9NYJ8,1
P43250,Q96IZ7,0
Q4G0J3,P42695,0
F4IP69,Q9STU3,1
Q67XJ2,Q84TK1,1
Q42340,Q93YQ1,1
Q3KQU3,Q15291,0
Q9Y6S9,Q96PK6,1
P02649,Q6ZNA4,1
Q94F58,O82568,1
P49736,Q8TBK6,0
Q9Y237,Q9BWV1,0
P09467,Q12800,0
Q96BT3,P28328,0
Q9SHI7,P93004,1
Q9FLP5,Q9SZD4,1
Q9NZQ3,Q9BYZ6,0
O60504,Q8TD31,1
P98170,Q92878,0
P04629,O94874,1
Q8N6T3,P50616,0
Q9H074,P14866,1
Q9HDC9,O95989,0
O15530,P29323,0
P22459,Q969Z0,0
Q13435,Q96B97,0
P08559,Q9P2B4,0
Q9S9P3,Q8VZ79,1
P51693,Q9BW71,0
Q502X0,P50238,0
Q13438,Q99816,0
O82277,Q39264,1
Q9UEU0,Q8N5F7,0
Q940J1,O22286,1
P0DH95,Q38876,1
Q7L2H7,Q8ND90,0
Q9H6R6,Q86UK7,0
Q9BYM8,P62191,0
Q9HCC8,Q13424,0
Q9SR71,Q940A7,1
Q9MAH0,A0MEB5,1
Q92973,O95251,1
Q8LD27,Q9SEI4,1
Q9H0E2,Q9Y2W2,0
Q99614,P06733,0
Q13526,Q12933,1
P23246,P09012,1
Q9UIF7,Q9UNI6,0
Q15233,P55316,0
O94761,Q08170,0
P10636,Q4G0J3,0
Q13617,Q02241,0
Q9Y2X0,Q07666,0
Q96AQ6,P33897,1
P23246,P42696,0
Q9NWB7,P14373,1
Q9UJY1,Q06587,0
Q00987,O94979,0
P47999,Q42538,1
P40925,Q9GZT3,0
P01374,Q12797,1
Q8N5U6,Q9Y5X1,0
Q9BZF9,Q8WTW4,0
P98204,P43286,1
Q9C835,Q9C508,1
P55789,P60900,0
Q01844,Q02218,0
Q8N465,Q9BZV1,1
Q8VYK6,P51427,1
Q945M9,Q9ZVL3,1
Q94CG2,Q06611,1
Q9NYB9,Q9UPT5,1
Q9NRN5,P01270,0
P40763,P06576,0
Q7Z5N2,P11230,0
P62258,Q9UBE0,1
Q969G3,Q92769,1
P14923,P21127,0
Q15605,Q9BXJ8,0
Q15645,Q9BYR7,1
Q16659,Q99728,0
Q7LGA3,Q7RTS9,1
Q96321,Q9STX5,1
Q68CZ1,Q92888,0
P43298,Q0WVM4,1
Q9NVX0,Q9HB65,0
O22932,Q9LM15,1
Q8TC92,Q06732,0
O04019,Q9C774,1
O43752,O94906,0
O75865,Q5T7N3,1
P04629,Q9P2R3,1
Q9NR50,Q9Y265,0
Q9SUS4,Q9SLC3,1
O14576,O43264,1
Q99959,P61201,0
Q9ULZ2,Q63ZY3,0
Q6IQ23,P40939,1
P17600,Q9NRL3,0
P60039,P42791,1
Q8H129,Q0WNY5,1
Q9ZUT9,Q9SZD4,1
Q86YJ6,P49759,0
P35268,P27635,0
Q6NSJ2,O00233,1
Q9BXW9,Q9UBU8,0
P84098,Q7Z2W4,1
O22467,Q8L6Y4,1
P29692,Q32NB8,0
O43172,P04843,0
Q8TBC3,O95571,0
P51414,Q08770,1
Q08495,P27824,0
P62995,O43683,0
Q92734,O43676,0
P24534,O94805,0
Q8TBB1,P11274,1
Q8RVQ9,Q9FFC0,1
P62424,Q96SN7,0
P05413,Q9UHY1,0
Q38831,Q9ZSY8,1
Q9BYE7,O95140,0
Q9H0M0,Q9UBB4,1
Q16621,Q06732,0
Q13200,P53618,1
Q9H5Z6,Q13131,0
Q13216,P14866,0
P62917,P62328,0
P51690,P36542,0
O00212,P20290,0
Q8NC42,Q9H6T3,0
P34897,Q9UPT5,1
P46934,Q06609,0
Q9BTE0,P05023,0
Q9UL54,P19174,0
Q12852,Q15390,0
Q92834,Q13613,1
P56556,O75534,0
Q16531,P20042,0
Q9NRN5,P55854,0
P17174,P46459,0
O75031,Q9NPF5,1
Q06587,Q9NRD5,0
A6NEM1,Q16512,1
P51572,P50402,1
P28331,Q9UKE5,1
P08621,Q92963,0
Q9UM54,Q13541,0
Q00987,Q9BRK4,1
Q68CZ1,Q99959,1
Q15819,P42772,0
Q9GZQ8,P36575,0
Q14684,Q9NPJ6,0
Q9Y6K8,P00505,0
Q9AT61,Q94ID6,1
P36507,Q9NPH2,1
Q14258,O14907,1
Q14790,P42677,0
P39748,Q8IW50,0
Q9HB19,O95361,0
P61964,O60610,1
Q96AX1,Q16513,1
A7XYQ1,Q96NT1,0
Q8IYI6,Q9NRZ9,0
P51419,P49691,1
Q7Z3C6,P61289,0
P36639,Q99747,1
Q99728,Q9UJX2,0
Q86UY6,Q15020,1
Q9GZT8,P56945,0
O24409,Q94AI7,1
Q8IYX8,Q53EZ4,1
Q9Y4W6,Q69YU3,0
P00966,Q9BPU6,0
Q8IX29,Q6P2E9,1
O60285,P43403,0
Q16891,Q8IXK0,0
Q96CS7,Q9HD15,0
P19525,Q08426,0
Q5BIV9,P19388,0
Q969S8,P54252,1
P68366,Q99755,0
Q93034,P35711,0
Q96AC6,O60828,0
P46934,Q9Y3D7,0
Q9MAX3,Q06611,1
P10636,Q15334,1
P17980,Q9UBE0,1
Q9LVQ8,O81851,1
Q6FIF0,Q9HC16,0
Q9NZQ3,Q8WXD5,1
Q9S744,Q9ZVM9,1
Q92692,P11766,0
Q9FJX2,Q93W22,1
Q5JTZ9,O75616,1
P38606,Q14254,0
Q84N34,Q1PET6,1
Q9FMR5,P93654,1
P42696,Q15427,0
Q86Y82,Q96EA4,0
B3DNN5,Q8LPL5,1
Q9FFT2,Q94F58,1
Q9UBQ0,Q11203,0
P41567,Q9H169,0
P46934,Q99685,0
P10636,Q7Z434,0
P53618,Q9Y4P3,0
Q15029,P60228,1
O14964,Q14254,1
Q9Y383,Q9NWF9-3,0
P08758,Q8TF65,0
Q9BQ04,P02774,0
Q15233,Q6ZRQ5,0
Q16881,Q92956,0
Q96K80,Q14137,1
P49321,Q9GZS3,0
Q8N9L1,Q12988,0
Q15637,O95429,1
Q12788,Q6P4A2,0
P40763,Q9BXM7,1
P68871,P02774,0
O94972,P04843,1
P46032,Q682T9,1
Q9NWB1,Q13835,1
O94761,Q9NS87,0
Q16531,Q14687,0
Q9NRN5,O14678,0
Q9FN37,O64778,1
Q99961,Q9H079,0
Q8W595,P48348,1
Q9LMT2,Q8VYW1,1
Q9BYC9,Q9Y383,0
Q8IZ48,Q9P1Z2,0
Q9ZVL3,Q9SFD8,1
Q9NS91,Q9Y230,1
O43583,Q9UHX1,0
Q969H0,Q96S79,0
P61254,Q9Y6I3,0
P08708,Q16543,0
Q9HCE1,P12956,1
P02766,Q76FK4,0
O14964,Q13435,0
Q96DN6,Q9P0N5,0
P58340,Q13200,1
Q9C0F1,Q96CS2,1
Q86UY6,P61011,1
O60493,O15525,0
Q9Y4P8,Q13636,0
Q9H4L7,P09874,1
Q9HCE7,P54252,1
Q13042,Q15051,1
Q9HCK4,P15927,0
Q96EZ8,P07949,1
Q99471,Q99614,0
P48732,Q8W2F3,1
P06865,P08758,0
Q8WY91,Q8N5U6,0
Q08379,Q96CS2,1
Q9UBQ0,Q9NX18,0
Q08999,Q13616,1
Q13131,P40763,1
Q92630,Q6PKG0,1
Q8W420,Q6LA42,1
O00322,P33981,0
Q94BT6,Q9SK03,1
Q6ZU80,Q96ST8,1
Q6P4A8,O75821,0
Q9BVP2,Q8IZ52,0
O75533,P34897,0
P00797,P13994,0
P14902,O00487,0
Q8RXD6,Q94JY4,1
Q01844,Q6P2E9,0
P20936,Q9H0F5,0
P48731,P46639,1
Q9NRI5,P19838,0
P29590,Q9HCE1,0
Q9H000,P62995,1
Q8W4J2,O23661,1
Q9P0L0,O75083,0
P28072,Q92956,0
Q8WVM7,Q16659,0
O75934,Q9NRA8,1
O43676,P24666,0
O75127,Q9UQB8,0
Q9GZS0,Q92797,1
O00233,Q9Y3F4,0
Q12846,Q9Y4J8,1
Q9XIC7,C0LGR6,1
O43237,Q9NWR8,0
Q38853,Q9LF53,1
P07910,Q9BV38,1
Q7L5N1,O43913,1
P11308,P61964,0
Q9GZQ8,O75528,0
P42338,O14929,0
P61221,Q9NVF7,0
Q6ZNA4,Q99816,1
O14641,P15036,1
Q13435,Q9BVK6,1
O94763,Q13200,1
Q96CS2,Q9BXY8,0
Q9H2G9,Q5W5X9,1
Q96A73,P62979,0
Q9SEZ1,Q9SZN7,1
O81126,Q42404,1
Q39026,Q9CAJ9,1
P07332,O60573,0
P31689,P49419,1
Q9LYA9,Q1EC66,1
Q9NTX7,A6NED2,0
Q39237,Q93ZS9,1
Q9UKY1,Q99719,0
Q9BSW7,Q96MT8,1
Q9SKE2,Q9SKE2,1
Q08945,P12931,0
Q9BUJ2,Q9H8G2,0
Q96RN5,Q09028,0
Q9NYZ3,P11362,0
O75439,P25445,0
Q15139,P38606,1
Q9M1Z5,Q9M8U1,1
Q9UNP9,Q8TCE6,0
Q9ZQE5,Q8LDQ4,1
Q8WVB3,P36542,0
O95816,Q8NA72,1
Q92769,Q15139,0
Q8WVB3,Q6IB77,0
O14543,Q96GG9,0
P20962,P62158,0
Q96RL1,Q03405,0
Q13501,Q96FC9,0
O23379,Q9LUA2,1
Q8GYY1,Q9XI84,1
Q9C6V4,Q9XI07,1
Q9H910,O96024,0
Q8N264,P50402,0
P57078,Q9BRX2,1
Q9C0C7,O15269,1
Q93VI4,Q9SAB3,1
Q9SA52,O82804,1
Q9SHI7,Q9M2Z1,1
Q9HBD1,Q99623,1
P46779,P50570,0
O60313,Q9Y2V7,0
P51102,P41088,1
P14866,O75558,0
Q9LXG0,O22224,1
Q9UKV3,O15381,0
P68871,Q9NX18,0
Q6ZU80,Q9UPQ4,0
P14618,Q9NX09,0
Q9C9L2,Q9XI84,1
P25858,P25858,1
O95817,Q9Y6H1,0
P42772,O15235,0
O00560,O60907,0
O95817,Q96EH3,0
O60262,Q9UIM3,0
Q6IAA8,P40926,0
Q14432,P43243,0
Q9LV17,Q9C707,1
Q9C005,Q8NEF3,0
Q15836,O14678,0
O14641,Q96B97,1
Q84LH8,Q8GZM7,1
O15169,Q8IZ52,0
Q96CV9,Q9Y6I3,0
O23712,Q9XI05,1
Q9BQ67,P35251,1
Q12809,Q16760,0
Q96CS7,Q69YU3,0
O14757,P33993,1
P68032,P27824,0
Q9Y2J4,O00233,1
Q9Y3M9,Q9Y2M5,0
Q9SFD5,Q9C7T4,1
Q15427,P61978,0
Q9UKA1,Q96T76,1
Q8IUF1,Q8N9T8,0
P02775,P17540,0
Q9M1X5,Q94AD8,1
O15127,P46783,0
Q6ZNL6,P40926,1
O00257,Q9UBS3,0
Q9BQA1,Q99471,0
Q09028,P32004,0
Q39102,Q8RWH9,1
Q9C7D7,Q84K71,1
P28070,O00233,1
P11802,Q8WUB8,0
Q13620,Q9NS87,1
Q9LDY8,Q0WMJ8,1
Q39022,Q38826,1
O95816,Q8TCG2,1
Q567U6,Q8TDR0,1
Q9FKP8,Q9SVL0,1
P10515,Q15118,1
P58546,Q9C0B1,1
O95817,Q4G0J3,0
Q15050,Q6ZW49,0
Q12852,O15235,0
P09104,Q9H3H3,0
P26641,Q7Z6L0,0
P63208,Q9UNZ2,0
Q8VYS5,Q9FIZ9,1
O95487,Q13637,0
Q96B02,P14555,0
Q14257,P51965,0
Q3KP44,Q00987,0
Q9Y6M4,Q9Y5K6,0
P93004,Q9SV31,1
P36894,Q9HCE1,0
Q6ZMZ3,Q96PK6,0
P35712,Q13519,0
Q8ND30,Q9H0E2,0
Q92905,Q9UBT2,1
Q8N137,P15559,0
P48664,Q9HC16,0
Q13469,P35611,0
O75815,P55735,0
P05090,P35527,0
Q9NQB0,Q9BQG0,0
P60002,Q96EA4,0
P10721,P42684,1
Q6RFH5,Q9Y333,0
P62380,Q6IAM7,0
Q9BYV6,Q9BYN0,0
Q8N5W9,Q9UKI2,0
Q39027,P46601,1
Q9Y4J8,O14777,0
Q9NQB0,P23588,0
P42684,Q8IY31,0
Q96NL6,Q13625,1
Q9P0T7,Q8NA92,0
Q9SZG0,Q8W4S5,1
Q9Y3C5,Q86VP1,1
Q969H0,P01579,0
Q8RXN0,Q9SZR9,1
Q7Z7H8,Q08170,0
P78362,Q15050,1
O95661,O60285,0
Q9LJK3,Q941L0,1
P49678,Q38824,1
Q99613,Q4VC44,0
Q9C518,Q6X7J9,1
Q9NP79,P21860,1
Q9NTM9,Q96P48,0
Q49A88,Q9H4B6,0
Q9H967,Q9C005,1
O00559,P61978,0
O43281,P06746,0
Q9LJR3,O82804,1
P55852,Q9SLH3,1
O94874,Q9H000,1
Q01804,Q14684,0
O75439,Q92979,0
Q8N6T3,P12236,0
P14868,P18754,0
Q15555,Q00613,1
Q8TAT6,P57081,1
O60671,P52209,0
P08240,O60502,0
O43463,P06213,0
Q27J81,Q13608,1
O60285,P25205,1
Q92900,P39687,1
P62191,P23497,0
Q9LHA8,O23140,1
Q8IZC4,P40763,0
Q9P0P8,Q15102,0
Q9BPW8,O15145,0
Q9SLG9,P48348,1
Q12840,Q12846,0
Q86YT6,Q4G0J3,0
Q15819,Q16531,0
Q9LNT9,Q9ZW88,1
Q9LTJ1,Q9FIW9,1
Q9UEU0,P78318,0
Q5JRX3,Q9NUJ1,1
Q99741,O95801,1
Q4G0X9,Q5T4D3,1
Q96TC7,Q5VV42,1
Q8WTW4,Q14974,1
Q9LT96,Q9C9Y8,1
Q15102,P60903,0
Q92575,P25789,0
P62258,O75934,0
Q5RL73,Q9HCE1,0
P08631,O95149,0
Q8TE68,P52272,0
O75558,Q9HC77,0
Q9FGP7,Q84W66,1
Q15029,P10515,1
P17174,Q16637,0
P61218,P20290,0
Q940V4,Q9LMN6,1
P56545,Q9HC98,1
P25098,Q9BRK4,0
Q14181,Q9UPT6,0
Q9Y276,O43261,0
Q8N137,P51970,1
O00165,Q92879,0
O14662,P54105,0
Q9M274,O80365,1
Q16543,P36776,1
O81057,Q8S8C7,1
P56537,Q15645,1
P61289,P22532,0
O23320,Q39010,1
Q9Y5M8,P30084,0
Q9UER7,P21860,0
O65517,O64647,1
O49687,Q7XYY2,1
Q13352,Q14181,1
P78362,Q8WYQ5,1
P23508,Q92759,1
Q9LSQ6,O64682,1
Q9NPJ6,P07949,0
Q15061,P55209,1
Q9M354,Q93YQ1,1
O75460,Q12933,1
Q86VK4,Q8IVM0,0
Q86Y13,Q7Z2W9,0
Q92567,A5D8V6,1
P14866,Q8NHV4,1
Q6ZW49,Q9Y295,1
Q504Q3,O43747,0
Q9NYS7,Q9BV38,0
Q96P50,Q53H47,0
P49703,P02545,0
Q9LSB1,O82390,1
Q5SY16,O60518,1
Q96A44,Q8WXH2,0
O14576,P07948,0
P13569,O00154,1
Q8L9S0,Q9LXV3,1
Q9BPY3,Q6PD74,0
O00458,Q96KR7-3,0
Q93WJ9,Q9SLH3,1
Q9NWF9-3,P78417,0
Q9M274,Q9C9N3,1
Q92900,Q9UPT5,1
O94972,P46937,1
Q99608,P20366,0
P13569,Q13617,1
Q8WVZ9,Q9NQW7,0
P42773,O43312,0
Q12933,Q9BZD4,0
Q8WYQ5,Q13823,1
P23528,Q8IZ52,0
Q9C8Y9,Q8VZU2,1
Q13620,Q8WVM8,1
Q84W65,Q8H7F6,1
Q7Z5N2,Q9UH62,0
Q9LFA2,Q9LFA2,1
Q9H074,Q9BVG8,0
Q14209,Q13148,0
P61964,Q53EZ4,1
P53041,P31948,1
Q86XS8,Q7L099,0
Q502X0,Q08495,0
Q96H55,Q86SQ0,1
Q0WVD6,P46897,1
Q9C026,P32969,0
Q9BYN0,Q9UNE7,1
Q9UHF5,Q6UW56,0
Q14974,Q8NA72,0
Q6PJT7,O14543,0
P30281,Q6EMB2,0
Q9UH99,P46934,1
Q8L9T7,Q8W4I5,1
P61289,Q9UD71,0
Q2HIM5,Q6NQG7,1
Q05516,O95166,0
Q8TC92,Q15345,0
Q570B4,A8R7E6,1
Q96ID5,P46783,0
Q96B97,Q8TAT6,1
P04629,Q9Y5X1,1
O00165,Q9UK76,0
Q9C5W9,Q27GK7,1
P29402,Q8GXV7,1
P93042,Q06611,1
Q9Y3M9,Q86X76,0
Q9HCE1,Q13617,1
Q9FLP5,Q8GTY0,1
Q70UQ0,Q6Q0C0,1
Q93VI3,P49693,1
Q96B97,P24539,0
Q13724,Q9UER7,0
O75530,P56537,0
P07910,Q14671,1
Q14005,P19174,0
Q9Y233,Q07912-1,0
Q9Y282,O15169,0
Q9ZR03,O22609,1
P51957,P14866,1
Q9BRS2,Q04323,0
P46527,O14569,0
O95816,Q5XPI4,0
Q9LQR8,Q9FHY0,1
Q9M1S8,Q1EC66,1
Q8LPR5,Q8L8A6,1
O00151,Q9HA47,0
Q94F47,Q9SH14,1
Q5TCZ1,P34897,0
Q94F58,O82245,1
P13569,Q6P4F7,0
C0LGS3,Q8H1F2,1
Q9NQW6,P42566,1
Q9FY69,Q7XJU0,1
P48421,Q9LD45,1
O14777,Q9BZD4,1
O15360,Q9Y6G9,0
Q9C835,Q9M345,1
P08621,Q9P0K7,1
Q3KP44,P04843,1
Q16478,Q09013,0
Q0P6H9,Q9NS23,0
Q08495,O43676,0
P36406,P04629,0
Q9C7D7,O81069,1
Q9BQA1,O75154,1
Q92973,Q9P287,1
Q15714,P18858,0
Q4G0J3,Q92804,1
Q7Z5N2,P32780,0
Q9NRS6,Q5SZQ8,0
Q5T9A4,Q9Y3D9,1
Q3KP44,O76071,1
Q86UY6,Q9P2D0,1
Q8N684,Q9NRA8,1
Q96LX7,P18669,0
Q16478,P13994,0
P49790,Q13469,0
Q8WXE9,Q9UBC2,1
Q9UL15,Q9Y230,1
O14964,Q96EA4,0
O60244,P53803,1
Q16531,Q8N5D0,1
Q38919,F4IVV0,1
Q8WYQ5,Q15050,1
Q6XJG8,Q9C774,1
Q12933,Q14258,1
O75382,O94906,1
Q96AX1,Q8WXW3,1
O95295,Q9HB58,0
Q8IYF3,Q8N443,1
Q7Z6J6,Q9UIM3,0
Q9NV06,Q15637,0
Q9Y572,O14526,0
Q14258,O14544,0
Q15527,Q9BWV1,0
P35240,Q92805,0
P23246,Q9NVF7,0
C0LGW2,Q6R2J8,1
Q92882,Q9BWF3,0
P00558,Q8N0S2,0
Q13823,Q9H9L3,1
Q9P244,O14737,0
P09960,O75525,0
Q8N129,P28328,0
Q8N0S2,Q12934,1
Q14258,Q96A44,0
Q93034,Q92734,1
Q9BQD3,Q00613,1
Q969X0,O43719,0
Q9LXV2,Q9XI07,1
Q9FHW7,Q84M94,1
P12757,P06400,1
Q02241,Q9UKV3,1
Q6ZU80,Q9NRW7,1
O60262,P47914,0
Q7Z6L0,Q02978,0
Q14566,Q9UNE7,0
P52272,O43795,0
O95503,Q9NXF1,1
Q00613,Q96Q04,0
Q03933,Q99759,0
Q9H910,P05109,0
Q68DX3,Q9H672,0
Q944A6,P92958,1
Q9NPI1,Q15904,0
P49790,Q92973,1
Q9P2H0,Q9UHY1,0
P12236,Q9UMS0,0
P14866,Q96QF0,1
Q9UKE5,Q13033,1
P49692,O22254,1
P61964,O00408,0
O14777,Q6PJT7,0
O75525,Q6ZRI6,0
Q00597,O14776,1
P19174,Q05682,0
Q9M2U2,Q07488,1
Q96HD1,Q4V328,0
Q9UQF2,P49771,0
Q9FZ76,Q38942,1
O24409,Q38826,1
Q5HYJ3,Q13523,1
A6NC98,Q9HAU0,1
P57741,F4I241,1
O43283,P40939,1
Q02241,P36776,1
Q7Z699,P29323,1
Q7L5D6,Q9Y2M5,0
Q9NUQ6,P23508,0
Q8N3E9,Q9UHW5,0
Q969H0,Q7Z419,0
Q9BXW9,Q9C0B1,0
O80365,Q9C9L2,1
P12956,Q9UKV3,1
O75530,P35568,0
P04406,Q9H0E4,0
Q9Y2V7,Q9UPT5,1
Q14596,P11413,1
C0LGW2,Q8GXM8,1
O15062,O75208,0
Q9NP66,A6H8Z2,0
P58684,A8R7E6,1
P61962,Q96QF0,1
Q8N8V4,Q9ULJ1,0
Q96FK6,Q9GZM7,0
P60033,Q12849,0
A5PKW4,Q9UNE7,0
Q9H6R7,Q92979,0
Q6WCQ1,Q9BQS8,0
P07948,O14641,1
Q13526,P61970,1
Q9C835,Q9ZW11,1
P62917,Q16637,0
P14713,P14714,1
P56749,Q9P0N5,0
Q8W206,Q8W575,1
P43034,P62306,1
Q8NA72,Q86YT6,1
O14818,Q15645,0
P55072,Q9H9H4,1
Q86U42,Q5SY16,0
Q9BV68,Q9Y5X2,0
Q99417,Q96R06,1
P60174,O15294,0
Q9S758,Q9LQT8,1
Q9P2D0,P49757,0
Q96BZ8,Q13469,0
O95166,O15527,0
Q8TE68,P49366,1
P25788,P61026,1
O15155,Q9Y3X0,0
Q96GG9,Q9NWX5,1
P46779,Q96DI7,1
P47756,Q13242,0
Q9UBS5,Q15583,0
Q9SY65,Q9LS58,1
O49597,P93654,1
P22234,Q9HB58,0
Q8WXE9,P13639,0
Q9BRR6,O95760,0
Q9C7S5,Q94AG2,1
P46934,O43609,1
Q07666,Q96PC5,1
Q6UWJ1,Q7Z695,1
Q9Y5Q9,Q8N488,1
O60641,Q96JK2,1
Q8N1B4,O14777,1
P49796,Q9C0F1,1
Q92973,O75400,1
Q00987,Q15029,1
Q8WVB3,O00273,0
P10721,Q9Y333,0
P47192,Q9ZSD4,1
Q9M1U4,Q9FNZ4,1
P69905,P62826,0
Q6ZMZ3,Q14677,0
Q8N488,Q86YC2,0
Q16531,P08581,0
Q15393,P61006,0
P18621,P21127,0
Q15102,Q15046,0
Q96TC7,Q7Z2W4,1
O43172,Q01804,1
O95208,P04629,1
Q9LFS4,Q06BH3,1
Q13769,Q66GS9,0
O94972,O95816,1
P08865,Q9HCE6,0
Q9LP45,Q9LJD7,1
O95544,Q96EK5,0
Q8LF80,P25859,1
Q96BM1,Q93034,1
Q9BPX3,O43683,0
P42336,Q14203,0
Q9BYN0,P46937,0
Q944H2,Q9FG24,1
O94874,P08708,1
Q92782,Q9UNI6,0
P11142,Q99436,1
O94874,P68400,0
Q93WT0,Q1EC66,1
O75439,P11172,0
Q8NHP6,P60228,0
P38606,O43795,1
P33993,O43390,1
Q84N34,Q9FFR9,1
Q43284,Q24JJ9,1
O95235,Q15427,1
O15155,P50402,1
Q86UY6,Q14152,1
P43246,Q92567,0
